,movieId,title,genres,year,ratingMean
63,64,Two if by Sea (1996),Comedy|Romance,1996,2.856669428334714
64,65,Bio-Dome (1996),Comedy,1996,2.3988621997471555
65,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,2.156046343229544
66,67,Two Bits (1995),Drama,1995,3.433333333333333
67,68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,3.4413012729844414
68,69,Friday (1995),Comedy,1995,3.556311018131102
69,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,3.30161895823557
70,71,Fair Game (1995),Action,1995,2.3626666666666667
71,72,Kicking and Screaming (1995),Comedy|Drama,1995,3.544943820224719
72,73,"Misérables, Les (1995)",Drama|War,1995,3.81220031965903
73,74,Bed of Roses (1996),Drama|Romance,1996,3.3063891577928364
74,75,Big Bully (1996),Comedy|Drama,1996,2.4642857142857144
75,76,Screamers (1995),Action|Sci-Fi|Thriller,1995,3.0130260521042085
76,77,Nico Icon (1995),Documentary,1995,3.43801652892562
77,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,3.1940928270042193
78,79,"Juror, The (1996)",Drama|Thriller,1996,3.166423570595099
79,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,3.779816513761468
80,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,3.296998420221169
81,82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,4.007427413909521
82,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,3.6526946107784433
83,84,Last Summer in the Hamptons (1995),Comedy|Drama,1995,3.5531914893617023
84,85,Angels and Insects (1995),Drama|Romance,1995,3.5488948425987945
85,86,White Squall (1996),Action|Adventure|Drama,1996,3.4942069516580103
86,87,Dunston Checks In (1996),Children|Comedy,1996,2.4006791171477078
87,88,Black Sheep (1996),Comedy,1996,3.1463759021022906
88,89,Nick of Time (1995),Action|Thriller,1995,3.145118025751073
89,90,The Journey of August King (1995),Drama,1995,3.419491525423729
90,92,Mary Reilly (1996),Drama|Horror|Thriller,1996,2.874136607828089
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,2.512987012987013
92,94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,3.53641975308642
93,95,Broken Arrow (1996),Action|Adventure|Thriller,1996,3.1192008486562943
94,96,In the Bleak Midwinter (1995),Comedy|Drama,1995,3.741573033707865
95,97,"Hate (Haine, La) (1995)",Crime|Drama,1995,3.9986987638256344
96,98,Shopping (1994),Action|Thriller,1994,2.511627906976744
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,3.0463659147869673
98,100,City Hall (1996),Drama|Thriller,1996,3.220546269873624
99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,3.790593505039194
100,102,Mr. Wrong (1996),Comedy,1996,2.4646808510638296
101,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,3.2918552036199094
102,104,Happy Gilmore (1996),Comedy,1996,3.4005389718076287
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,3.32525069866842
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,3.5416666666666665
105,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,3.1979166666666665
106,108,Catwalk (1996),Documentary,1996,3.1824324324324325
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995,1.9166666666666667
108,110,Braveheart (1995),Action|Drama|War,1995,4.009979825151311
109,111,Taxi Driver (1976),Crime|Drama|Thriller,1976,4.087719298245614
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,3.402187371027652
111,113,Before and After (1996),Drama|Mystery,1996,3.108386075949367
112,114,Margaret's Museum (1995),Drama,1995,3.6601307189542482
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995,3.58
114,116,Anne Frank Remembered (1995),Documentary,1995,3.9563636363636365
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,3.6273115220483643
116,118,If Lucy Fell (1996),Comedy|Romance,1996,3.0420489296636086
117,119,"Steal Big, Steal Little (1995)",Comedy,1995,2.897727272727273
118,120,Race the Sun (1996),Adventure|Comedy|Drama,1996,2.960227272727273
119,121,"Boys of St. Vincent, The (1992)",Drama,1992,3.6788793103448274
120,122,Boomerang (1992),Comedy|Romance,1992,2.8677272727272727
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,3.992691029900332
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,3.610810810810811
123,125,Flirting With Disaster (1996),Comedy,1996,3.7455533596837944
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,2.3329297820823243
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,3.36
126,128,Jupiter's Wife (1994),Documentary,1994,3.2790697674418605
127,129,Pie in the Sky (1996),Comedy|Romance,1996,3.2079646017699117
128,130,Angela (1995),Drama,1995,2.98
129,131,Frankie Starlight (1995),Drama|Romance,1995,3.264423076923077
130,132,Jade (1995),Thriller,1995,2.7623152709359604
131,133,Nueba Yol (1995),Comedy|Drama,1995,2.6666666666666665
132,134,Sonic Outlaws (1995),Documentary,1995,4.027777777777778
133,135,Down Periscope (1996),Comedy,1996,3.002479338842975
134,136,From the Journals of Jean Seberg (1995),Documentary,1995,3.4047619047619047
135,137,Man of the Year (1995),Documentary,1995,3.375968992248062
136,138,"Neon Bible, The (1995)",Drama,1995,3.375
137,139,Target (1995),Action|Drama,1995,3.173076923076923
138,140,Up Close and Personal (1996),Drama|Romance,1996,3.311923583662714
139,141,"Birdcage, The (1996)",Comedy,1996,3.5231067277210286
140,142,Shadows (Cienie) (1988),Drama,1988,3.0
141,143,Gospa (1995),Drama,1995,2.4285714285714284
142,144,"Brothers McMullen, The (1995)",Comedy,1995,3.4538032656312225
143,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,3.261228453508133
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995,2.940809968847352
145,147,"Basketball Diaries, The (1995)",Drama,1995,3.5970609579100143
146,148,"Awfully Big Adventure, An (1995)",Drama,1995,2.920673076923077
147,149,Amateur (1994),Crime|Drama|Thriller,1994,3.685185185185185
148,150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,3.8831638915992572
149,151,Rob Roy (1995),Action|Drama|Romance|War,1995,3.516356725940003
150,152,"Addiction, The (1995)",Drama|Horror,1995,3.039568345323741
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,2.908757725291046
152,154,Beauty of the Day (Belle de jour) (1967),Drama,1967,3.813246162592382
153,155,Beyond Rangoon (1995),Adventure|Drama|War,1995,3.3800872093023258
154,156,Blue in the Face (1995),Comedy|Drama,1995,3.5349898580121706
155,157,Canadian Bacon (1995),Comedy|War,1995,2.7713125845737485
156,158,Casper (1995),Adventure|Children,1995,2.9010776619421343
157,159,Clockers (1995),Crime|Drama|Mystery,1995,3.3982925018559764
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,2.601464314539375
159,161,Crimson Tide (1995),Drama|Thriller|War,1995,3.7436166491780343
160,162,Crumb (1994),Documentary,1994,3.966647903180411
161,163,Desperado (1995),Action|Romance|Western,1995,3.43284632034632
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,3.469932297889287
163,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,3.5090823676792984
164,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995,2.851449275362319
165,167,Feast of July (1995),Drama,1995,3.2857142857142856
166,168,First Knight (1995),Action|Drama|Romance,1995,3.070037604082729
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,2.3186763372620125
168,170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,3.2227316141356255
169,171,Jeffrey (1995),Comedy|Drama,1995,3.6127577319587627
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,2.7484607491021036
171,173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,2.537737889273356
172,174,Jury Duty (1995),Comedy,1995,2.4031719532554257
173,175,Kids (1995),Drama,1995,3.5373831775700935
174,176,Living in Oblivion (1995),Comedy,1995,3.839259259259259
175,177,Lord of Illusions (1995),Horror,1995,2.9027570789865873
176,178,Love & Human Remains (1993),Comedy|Drama,1993,3.3737373737373737
177,179,Mad Love (1995),Drama|Romance,1995,2.7950819672131146
178,180,Mallrats (1995),Comedy|Romance,1995,3.5617495711835336
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,1.9650943396226415
180,182,Moonlight and Valentino (1995),Drama|Romance,1995,3.079575596816976
181,183,Mute Witness (1994),Comedy|Horror|Thriller,1994,3.3806818181818183
182,184,Nadja (1994),Drama,1994,3.0465686274509802
183,185,"Net, The (1995)",Action|Crime|Thriller,1995,3.126638463138914
184,186,Nine Months (1995),Comedy|Romance,1995,2.8890998593530237
185,187,Party Girl (1995),Comedy,1995,3.3835978835978837
186,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995,3.3069105691056913
187,189,Reckless (1995),Comedy|Fantasy,1995,2.9944444444444445
188,190,Safe (1995),Thriller,1995,3.5640569395017794
189,191,"Scarlet Letter, The (1995)",Drama|Romance,1995,2.6947674418604652
190,192,The Show (1995),Documentary,1995,3.2666666666666666
191,193,Showgirls (1995),Drama,1995,2.234381422112618
192,194,Smoke (1995),Comedy|Drama,1995,3.8315926892950394
193,195,Something to Talk About (1995),Comedy|Drama|Romance,1995,3.1007076755579748
194,196,Species (1995),Horror|Sci-Fi,1995,2.8295290725612685
195,197,"Stars Fell on Henrietta, The (1995)",Drama,1995,3.060344827586207
196,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.4151294950624185
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,3.8076923076923075
198,200,"Tie That Binds, The (1995)",Thriller,1995,2.8973684210526316
199,201,Three Wishes (1995),Drama|Fantasy,1995,3.014925373134328
200,202,Total Eclipse (1995),Drama|Romance,1995,2.9784313725490197
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,3.1687868445547624
202,204,Under Siege 2: Dark Territory (1995),Action,1995,2.9422582558829347
203,205,Unstrung Heroes (1995),Comedy|Drama,1995,3.531628532974428
204,206,Unzipped (1995),Documentary,1995,3.475177304964539
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,3.3631432114073156
206,208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,2.866548672566372
207,209,White Man's Burden (1995),Drama,1995,2.855324074074074
208,210,Wild Bill (1995),Western,1995,2.8951310861423223
209,211,"Browning Version, The (1994)",Drama,1994,3.59967845659164
210,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,2.5
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,4.041591320072333
212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994,4.047237076648841
213,215,Before Sunrise (1995),Drama|Romance,1995,3.9024513520343693
214,216,Billy Madison (1995),Comedy,1995,3.2679005908932917
215,217,"Babysitter, The (1995)",Drama|Thriller,1995,2.7612312811980035
216,218,Boys on the Side (1995),Comedy|Drama,1995,3.2797841427978414
217,219,"Cure, The (1995)",Drama,1995,3.609090909090909
218,220,Castle Freak (1995),Horror,1995,2.4060606060606062
219,222,Circle of Friends (1995),Drama|Romance,1995,3.5282234957020058
220,223,Clerks (1994),Comedy,1994,3.865779044705555
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,3.4424707307226483
222,225,Disclosure (1994),Drama|Thriller,1994,3.285075037863142
223,226,Dream Man (1995),Thriller,1995,2.769230769230769
224,227,Drop Zone (1994),Action|Thriller,1994,3.062709341272795
225,228,Destiny Turns on the Radio (1995),Comedy,1995,2.7019607843137257
226,229,Death and the Maiden (1994),Drama|Thriller,1994,3.6034732272069463
227,230,Dolores Claiborne (1995),Drama|Thriller,1995,3.5697972500582615
228,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,2.960743094597898
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,4.011227970437749
230,233,Exotica (1994),Drama,1994,3.538900414937759
231,234,Exit to Eden (1994),Comedy,1994,2.6557951482479782
232,235,Ed Wood (1994),Comedy|Drama,1994,3.6664577457432364
233,236,French Kiss (1995),Action|Comedy|Romance,1995,3.31438420981479
234,237,Forget Paris (1995),Comedy|Romance,1995,3.228656073256127
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995,3.227551020408163
236,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995,3.087327188940092
237,240,Hideaway (1995),Thriller,1995,2.891304347826087
238,241,Fluke (1995),Children|Drama,1995,3.04040404040404
239,242,Farinelli: il castrato (1994),Drama|Musical,1994,3.4176
240,243,Gordy (1995),Children|Comedy|Fantasy,1995,2.617283950617284
241,244,Gumby: The Movie (1995),Animation|Children,1995,2.3
242,245,The Glass Shield (1994),Crime|Drama,1994,2.8993288590604025
243,246,Hoop Dreams (1994),Documentary,1994,4.008848839097256
244,247,Heavenly Creatures (1994),Crime|Drama,1994,3.815947508896797
245,248,Houseguest (1994),Comedy,1994,3.0033632286995515
246,249,Immortal Beloved (1994),Drama|Romance,1994,3.675438596491228
247,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,3.0392156862745097
248,251,"Hunted, The (1995)",Action,1995,3.0241228070175437
249,252,I.Q. (1994),Comedy|Romance,1994,3.2157356148297267
250,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,3.5048961424332346
251,254,Jefferson in Paris (1995),Drama,1995,2.90625
252,255,"Jerky Boys, The (1995)",Comedy,1995,2.3001605136436596
253,256,Junior (1994),Comedy|Sci-Fi,1994,2.6850306941602393
254,257,Just Cause (1995),Mystery|Thriller,1995,3.4129454217410915
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,2.6432212028542303
256,259,Kiss of Death (1995),Crime|Drama|Thriller,1995,3.08841732979664
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,4.123477397816476
258,261,Little Women (1994),Drama,1994,3.6000920386562356
259,262,"Little Princess, A (1995)",Children|Drama,1995,3.743745401030169
260,263,Ladybird Ladybird (1994),Drama,1994,3.6809523809523808
261,264,"Enfer, L' (1994)",Drama,1994,3.323529411764706
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,3.9050632911392404
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,3.505928853754941
264,267,Major Payne (1995),Comedy,1995,2.8966278602970696
265,268,Little Odessa (1994),Crime|Drama,1994,3.3191747572815533
266,269,My Crazy Life (Mi vida loca) (1993),Drama,1993,3.533333333333333
267,270,Love Affair (1994),Drama|Romance,1994,3.1578231292517005
268,271,Losing Isaiah (1995),Drama,1995,3.3425655976676385
269,272,"Madness of King George, The (1994)",Comedy|Drama,1994,3.7501085069444446
270,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,3.1358186178330065
271,274,Man of the House (1995),Comedy,1995,2.796759941089838
272,275,Mixed Nuts (1994),Comedy,1994,2.76047261009667
273,276,Milk Money (1994),Comedy|Romance,1994,2.978818998716303
274,277,Miracle on 34th Street (1994),Drama,1994,3.3804365665517806
275,278,Miami Rhapsody (1995),Comedy,1995,3.025835866261398
276,279,My Family (1995),Drama,1995,3.6446850393700787
277,280,Murder in the First (1995),Drama|Thriller,1995,3.727569611550361
278,281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,3.640421713772992
279,282,Nell (1994),Drama,1994,3.4113417346182358
280,283,New Jersey Drive (1995),Crime|Drama,1995,3.239130434782609
281,284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993,2.9074074074074074
282,285,Beyond Bedlam (1993),Drama|Horror,1993,2.236842105263158
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1995,2.0096153846153846
284,287,Nina Takes a Lover (1994),Comedy|Romance,1994,3.291411042944785
285,288,Natural Born Killers (1994),Action|Crime|Thriller,1994,3.2464926362811477
286,289,Only You (1994),Comedy|Romance,1994,3.339447102604997
287,290,Once Were Warriors (1994),Crime|Drama,1994,3.983239007400958
288,291,Poison Ivy II (1996),Drama|Thriller,1996,2.353233830845771
289,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,3.423094013838634
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994,4.08385030001017
291,294,"Perez Family, The (1995)",Comedy|Romance,1995,3.1923913043478263
292,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995,2.7490196078431373
293,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,4.17840168454828
294,297,Panther (1995),Drama,1995,3.0256410256410255
295,298,Pushing Hands (Tui shou) (1992),Drama,1992,3.52
296,299,Priest (1994),Drama,1994,3.743342210386152
297,300,Quiz Show (1994),Drama,1994,3.667598712082698
298,301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994,3.446215139442231
299,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994,3.708240534521158
300,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995,3.035331156716418
301,304,Roommates (1995),Comedy|Drama,1995,3.2600502512562812
302,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,2.683662573411639
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,4.0646856897661445
304,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,3.9793103448275864
305,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,3.8928141912206855
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994,3.6350806451612905
307,310,Rent-a-Kid (1995),Comedy,1995,2.8111888111888113
308,311,Relative Fear (1994),Horror|Thriller,1994,2.759259259259259
309,312,Stuart Saves His Family (1995),Comedy,1995,2.5873850197109065
310,313,"Swan Princess, The (1994)",Animation|Children,1994,3.066212871287129
311,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994,3.8544086021505377
312,315,"Specialist, The (1994)",Action|Drama|Thriller,1994,2.9003556082382573
313,316,Stargate (1994),Action|Adventure|Sci-Fi,1994,3.3641465747219006
314,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994,3.130226570545829
315,318,The Shawshank Redemption (1994),Crime|Drama,1994,4.424544698858913
316,319,Shallow Grave (1994),Comedy|Drama|Thriller,1994,3.7595982142857145
317,320,Suture (1993),Film-Noir|Thriller,1993,3.151685393258427
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,3.7713754646840147
319,322,Swimming with Sharks (1995),Comedy|Drama,1995,3.67636684303351
320,324,"Sum of Us, The (1994)",Comedy|Drama,1994,3.672043010752688
321,325,National Lampoon's Senior Trip (1995),Comedy,1995,2.657939189189189
322,326,To Live (Huozhe) (1994),Drama,1994,4.1380832282471625
323,327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995,2.8060109289617485
324,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995,3.142907551164432
325,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994,3.3383676488719023
326,330,Tales from the Hood (1995),Action|Crime|Horror,1995,2.7886540600667407
327,331,Tom & Viv (1994),Drama,1994,3.2917981072555205
328,332,Village of the Damned (1995),Horror|Sci-Fi,1995,2.756734693877551
329,333,Tommy Boy (1995),Comedy,1995,3.3621763124380926
330,334,Vanya on 42nd Street (1994),Drama,1994,3.799566630552546
331,335,Underneath (1995),Mystery|Thriller,1995,3.211618257261411
332,336,"Walking Dead, The (1995)",Drama|War,1995,2.86144578313253
333,337,What's Eating Gilbert Grape (1993),Drama,1993,3.7569177375480725
334,338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995,2.992764378478664
335,339,While You Were Sleeping (1995),Comedy|Romance,1995,3.5123668596754594
336,340,"War, The (1994)",Adventure|Drama|War,1994,3.345036319612591
337,341,Double Happiness (1994),Drama,1994,3.5520361990950224
338,342,Muriel's Wedding (1994),Comedy,1994,3.4954002471508994
339,343,"Baby-Sitters Club, The (1995)",Children,1995,2.621771217712177
340,344,Ace Ventura: Pet Detective (1994),Comedy,1994,2.994372400293614
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994,3.6226989079563183
342,346,Backbeat (1993),Drama|Musical,1993,3.4210526315789473
343,347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992,3.4463541666666666
344,348,Bullets Over Broadway (1994),Comedy,1994,3.6900835296637395
345,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994,3.6657246454089796
346,350,"Client, The (1994)",Drama|Mystery|Thriller,1994,3.4757809948840754
347,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994,3.3090996629754454
348,352,Crooklyn (1994),Comedy|Drama,1994,3.270642201834862
349,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994,3.512457531143828
350,354,Cobb (1994),Drama,1994,3.146288209606987
351,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994,2.412265489516002
352,356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,4.057272431542892
353,357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,3.64881894557409
354,358,Higher Learning (1995),Drama,1995,3.244503411675512
355,359,I Like It Like That (1994),Comedy|Drama|Romance,1994,3.1614906832298137
356,360,I Love Trouble (1994),Action|Comedy,1994,2.7188788128606762
357,361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,3.3041082164328657
358,362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994,3.3613013698630136
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993,3.9575070821529743
360,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994,3.8120455078583158
361,365,Little Buddha (1993),Drama,1993,3.178231939163498
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994,2.975378787878788
363,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994,3.1844056445826356
364,368,Maverick (1994),Adventure|Comedy|Western,1994,3.4091175608326005
365,369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,3.307877813504823
366,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,2.981986421375383
